amount,currency,userId,paymentStatus,paymentType
4684.83,PLN,568,NEW,TRANSFER
4587.02,EUR,297,NEW,TRANSFER
2753.36,EUR,3060,PAID,CARD
798.87,PLN,265,FAILED,TRANSFER
141.69,PLN,162,NEW,TRANSFER
3316.55,USD,4349,NEW,CARD
243.71,USD,2714,PAID,BLIK
1429.99,PLN,1239,FAILED,CARD
2657.5,USD,1939,NEW,BLIK
2175.83,PLN,4511,PAID,BLIK
3647.39,PLN,689,PAID,BLIK
4398.57,EUR,4934,PAID,CARD
4709.57,EUR,2636,PAID,BLIK
1703.89,USD,3341,FAILED,BLIK
3877.5,EUR,2770,NEW,TRANSFER
2062.09,USD,1851,FAILED,BLIK
1619.17,PLN,2370,NEW,CARD
734.8,USD,749,PAID,TRANSFER
869.53,PLN,1855,FAILED,CARD
1863.11,EUR,1496,NEW,BLIK
4192.38,USD,2991,PAID,CARD
3685.36,EUR,3946,NEW,CARD
1981.08,PLN,474,NEW,BLIK
4009.39,PLN,2664,PAID,CARD
2583.69,EUR,3786,PAID,BLIK
3132.17,EUR,3087,PAID,BLIK
54.12,EUR,3570,NEW,TRANSFER
1773.05,USD,4025,NEW,BLIK
2975.49,EUR,1490,FAILED,BLIK
1558.51,PLN,1026,NEW,BLIK
4271.7,USD,2157,NEW,TRANSFER
4839.75,USD,1530,FAILED,BLIK
214.34,USD,1593,PAID,BLIK
3889.23,PLN,1502,NEW,TRANSFER
3178.56,PLN,3133,NEW,TRANSFER
4008.86,PLN,4268,NEW,TRANSFER
3461.83,USD,3116,FAILED,CARD
2932.26,EUR,3212,PAID,BLIK
1139.74,EUR,3965,FAILED,TRANSFER
4946.21,EUR,3308,FAILED,BLIK
932.98,PLN,4286,PAID,CARD
4334.54,USD,1940,NEW,CARD
3208.36,EUR,3146,FAILED,CARD
2106.56,PLN,4820,PAID,CARD
944.5,PLN,3642,FAILED,BLIK
330.16,EUR,4374,NEW,BLIK
3309.83,USD,2343,NEW,CARD
4602.98,PLN,2777,NEW,TRANSFER
693.03,PLN,582,PAID,CARD
46.32,EUR,2904,FAILED,CARD
105.11,EUR,395,PAID,TRANSFER
2805.43,USD,455,FAILED,CARD
665.66,PLN,578,PAID,CARD
4120.03,EUR,1510,FAILED,BLIK
2257.87,PLN,1320,PAID,CARD
3696.99,EUR,4881,NEW,TRANSFER
4689.79,EUR,504,NEW,CARD
4142.62,USD,3494,NEW,BLIK
3697.81,EUR,2985,PAID,CARD
2336.64,PLN,2654,FAILED,BLIK
3808.81,EUR,3057,PAID,BLIK
2692.24,USD,4639,FAILED,BLIK
1186.18,PLN,2963,PAID,TRANSFER
3093.2,USD,1264,FAILED,CARD
3415.33,USD,4127,PAID,TRANSFER
4177.02,USD,2017,NEW,TRANSFER
4997.28,EUR,879,NEW,TRANSFER
3182.94,USD,1786,NEW,CARD
480.68,USD,865,PAID,CARD
220.05,EUR,2105,PAID,TRANSFER
2707.61,EUR,4966,PAID,TRANSFER
3056.47,EUR,1238,PAID,CARD
4315.3,USD,2489,FAILED,TRANSFER
254.16,PLN,2906,PAID,BLIK
4574.39,USD,4208,NEW,TRANSFER
1804.48,EUR,2336,PAID,TRANSFER
633.64,PLN,2113,PAID,CARD
2186.18,EUR,2025,FAILED,BLIK
1638.15,PLN,4174,NEW,BLIK
1223.64,USD,4577,FAILED,TRANSFER
1743.41,EUR,4123,FAILED,BLIK
906.5,PLN,3344,PAID,BLIK
4099.97,PLN,2130,PAID,TRANSFER
2605.26,EUR,1412,PAID,CARD
2336.32,EUR,1988,PAID,TRANSFER
4786.03,USD,969,NEW,TRANSFER
4863.51,USD,4723,PAID,TRANSFER
4983.23,USD,1344,NEW,TRANSFER
4034.46,PLN,4949,NEW,CARD
1562.04,EUR,3259,NEW,TRANSFER
338.67,PLN,3031,NEW,CARD
3558.19,PLN,67,FAILED,BLIK
3386.97,USD,473,NEW,TRANSFER
1108.3,PLN,2354,NEW,BLIK
4978.81,USD,1347,FAILED,TRANSFER
296.02,EUR,1952,FAILED,CARD
2542.03,PLN,2710,NEW,CARD
2713.35,USD,3134,NEW,CARD
2246.0,EUR,1781,PAID,TRANSFER
3368.71,EUR,1281,FAILED,BLIK
1429.49,USD,2896,FAILED,BLIK
4940.38,EUR,973,NEW,CARD
4446.0,USD,4805,PAID,CARD
2042.73,USD,1064,FAILED,BLIK
4624.63,EUR,4364,NEW,BLIK
1088.81,EUR,802,PAID,TRANSFER
107.03,EUR,1269,NEW,TRANSFER
526.94,USD,85,FAILED,BLIK
3756.83,PLN,2138,PAID,CARD
2208.83,USD,4987,PAID,BLIK
4810.48,PLN,2989,PAID,TRANSFER
268.5,USD,733,FAILED,CARD
2841.29,PLN,1623,FAILED,TRANSFER
1714.91,USD,4753,NEW,CARD
4028.85,PLN,1169,FAILED,TRANSFER
2281.81,EUR,2093,FAILED,BLIK
2144.29,PLN,2757,FAILED,BLIK
3849.52,PLN,4569,PAID,BLIK
4324.7,USD,3900,PAID,BLIK
454.32,USD,215,PAID,CARD
522.78,EUR,4847,NEW,CARD
910.51,PLN,3157,PAID,BLIK
2814.26,EUR,3475,FAILED,CARD
361.94,USD,2571,PAID,CARD
557.53,PLN,1521,FAILED,BLIK
2952.74,EUR,4686,NEW,CARD
3552.9,PLN,3846,NEW,CARD
4903.16,USD,3788,FAILED,CARD
4295.89,USD,3044,FAILED,CARD
1313.2,PLN,3217,NEW,BLIK
941.65,PLN,2967,NEW,CARD
2917.93,EUR,4337,FAILED,TRANSFER
4247.43,PLN,2609,PAID,BLIK
4091.85,USD,1711,PAID,TRANSFER
3504.37,USD,3444,PAID,TRANSFER
555.22,PLN,3104,NEW,CARD
962.68,USD,4827,PAID,CARD
953.06,PLN,4864,NEW,BLIK
3488.45,USD,1544,PAID,TRANSFER
3748.36,USD,2862,FAILED,TRANSFER
1396.31,USD,4833,FAILED,BLIK
3692.95,EUR,84,NEW,BLIK
4932.31,PLN,4338,FAILED,CARD
3514.8,PLN,4528,PAID,BLIK
243.93,EUR,4003,NEW,TRANSFER
2612.7,EUR,2725,FAILED,BLIK
804.51,PLN,4431,PAID,TRANSFER
828.52,EUR,4065,NEW,CARD
330.55,PLN,2990,PAID,TRANSFER
2973.28,EUR,2063,FAILED,BLIK
4672.63,USD,1344,NEW,CARD
1321.36,USD,2472,NEW,CARD
4027.29,USD,1757,NEW,CARD
3229.78,EUR,3850,FAILED,CARD
3262.67,EUR,3143,FAILED,TRANSFER
1603.05,EUR,716,NEW,CARD
3524.76,PLN,4973,FAILED,CARD
661.37,USD,2707,NEW,CARD
4495.95,EUR,1882,FAILED,TRANSFER
3492.34,EUR,3667,PAID,CARD
4337.99,EUR,1571,NEW,TRANSFER
1999.31,USD,2067,FAILED,BLIK
3379.27,USD,3809,NEW,CARD
2263.66,EUR,4600,FAILED,BLIK
1352.63,EUR,3532,PAID,CARD
3665.82,USD,2922,PAID,TRANSFER
1973.98,EUR,3679,PAID,BLIK
1515.21,USD,2385,PAID,CARD
2608.85,USD,2508,NEW,BLIK
2453.72,USD,4967,NEW,CARD
2438.95,PLN,2179,FAILED,BLIK
770.88,USD,1666,FAILED,CARD
513.68,USD,1687,NEW,BLIK
4894.74,EUR,2301,NEW,TRANSFER
2319.4,PLN,3395,PAID,CARD
3883.02,EUR,502,NEW,CARD
2207.1,USD,996,NEW,TRANSFER
4642.97,USD,1316,FAILED,CARD
2993.82,EUR,2473,PAID,TRANSFER
1417.07,EUR,884,NEW,BLIK
2771.94,EUR,1056,PAID,CARD
3760.11,EUR,1701,PAID,TRANSFER
3893.76,USD,3185,PAID,BLIK
4877.3,PLN,1277,PAID,CARD
1090.55,PLN,2045,FAILED,CARD
4280.1,EUR,1244,FAILED,CARD
757.02,EUR,4790,NEW,BLIK
2835.26,EUR,914,PAID,BLIK
4185.17,USD,3858,PAID,TRANSFER
938.64,EUR,736,PAID,BLIK
3221.73,EUR,622,FAILED,CARD
185.7,EUR,3754,PAID,BLIK
4005.91,EUR,4286,PAID,TRANSFER
344.86,EUR,4434,FAILED,CARD
2744.7,USD,2715,NEW,CARD
1031.8,EUR,4451,FAILED,BLIK
2893.38,PLN,114,PAID,TRANSFER
4941.99,PLN,1051,PAID,CARD
566.0,USD,324,FAILED,BLIK
4934.49,PLN,3294,FAILED,TRANSFER
1102.15,EUR,4158,FAILED,TRANSFER
3535.33,EUR,3178,NEW,CARD
4723.44,PLN,3388,PAID,TRANSFER
891.89,EUR,1077,NEW,TRANSFER
3061.0,EUR,360,PAID,BLIK
4612.99,PLN,1312,PAID,CARD
38.85,EUR,2354,FAILED,BLIK
1991.56,USD,2201,PAID,BLIK
3130.03,EUR,1696,NEW,CARD
215.92,USD,754,NEW,BLIK
3665.78,PLN,336,PAID,BLIK
4146.86,EUR,3103,FAILED,TRANSFER
286.36,EUR,2524,NEW,BLIK
1335.56,EUR,2848,FAILED,TRANSFER
1036.46,EUR,4508,NEW,TRANSFER
813.76,PLN,2781,FAILED,CARD
2218.74,USD,782,FAILED,CARD
1547.32,USD,3610,PAID,BLIK
2955.85,EUR,3699,NEW,CARD
2206.86,EUR,4327,PAID,TRANSFER
1038.3,USD,761,FAILED,BLIK
2984.39,EUR,2640,PAID,BLIK
4190.36,USD,2294,FAILED,TRANSFER
3406.34,USD,2042,FAILED,TRANSFER
1867.18,USD,4634,NEW,BLIK
1805.07,PLN,4951,NEW,TRANSFER
2506.8,USD,445,NEW,BLIK
2487.79,EUR,2919,NEW,TRANSFER
1380.78,USD,1790,NEW,BLIK
1556.38,EUR,2961,PAID,CARD
4232.5,PLN,2070,FAILED,CARD
4949.5,USD,2725,FAILED,TRANSFER
1230.42,EUR,2837,FAILED,CARD
670.49,EUR,3068,PAID,CARD
2531.52,PLN,3826,PAID,CARD
4877.25,PLN,163,FAILED,BLIK
3756.31,USD,4369,NEW,TRANSFER
795.2,PLN,2560,NEW,BLIK
443.25,EUR,1426,PAID,TRANSFER
2845.68,USD,3821,PAID,TRANSFER
2768.33,EUR,3811,NEW,TRANSFER
307.62,EUR,2907,NEW,TRANSFER
1734.81,PLN,3422,NEW,BLIK
946.7,PLN,86,NEW,CARD
921.1,USD,4459,FAILED,CARD
133.58,PLN,2021,NEW,CARD
1461.67,EUR,2135,PAID,CARD
1810.7,USD,4240,FAILED,BLIK
1023.49,PLN,2597,FAILED,TRANSFER
4131.86,EUR,2379,NEW,CARD
2999.04,EUR,3189,PAID,BLIK
3423.68,USD,1385,NEW,TRANSFER
3866.44,USD,310,PAID,CARD
2423.21,PLN,3254,PAID,TRANSFER
4297.94,PLN,2491,PAID,BLIK
1128.31,EUR,1118,PAID,CARD
2854.99,USD,1677,FAILED,TRANSFER
786.27,PLN,1434,NEW,BLIK
4019.86,EUR,1207,PAID,TRANSFER
1485.73,PLN,4524,NEW,CARD
4387.13,PLN,1076,NEW,CARD
282.23,EUR,3846,PAID,TRANSFER
2917.44,USD,4565,FAILED,BLIK
2153.46,PLN,4106,NEW,TRANSFER
2121.84,PLN,4271,FAILED,CARD
3265.76,USD,4725,PAID,CARD
4237.77,USD,2695,PAID,CARD
745.75,PLN,292,PAID,CARD
1006.41,USD,764,FAILED,TRANSFER
4782.02,EUR,1465,FAILED,TRANSFER
1708.45,USD,1747,NEW,TRANSFER
4904.89,PLN,2235,FAILED,CARD
2670.78,USD,2225,FAILED,CARD
998.59,PLN,3663,PAID,CARD
3511.84,USD,771,FAILED,CARD
1796.08,PLN,141,FAILED,BLIK
4535.13,PLN,1463,NEW,TRANSFER
1860.37,PLN,608,PAID,TRANSFER
195.42,EUR,2406,PAID,TRANSFER
3291.83,PLN,539,NEW,BLIK
4990.8,PLN,4775,NEW,CARD
88.42,USD,37,NEW,TRANSFER
3453.15,USD,4994,FAILED,TRANSFER
60.66,PLN,4282,PAID,CARD
2593.02,EUR,3875,PAID,BLIK
2323.34,USD,3887,PAID,CARD
2684.98,EUR,1768,NEW,TRANSFER
1854.57,PLN,3569,NEW,CARD
3575.34,PLN,3172,NEW,BLIK
3336.86,USD,4565,NEW,TRANSFER
2998.77,EUR,1005,FAILED,CARD
2865.69,PLN,2551,NEW,CARD
2494.35,EUR,1526,FAILED,BLIK
4427.74,USD,2965,FAILED,TRANSFER
3116.52,EUR,12,FAILED,CARD
4006.01,PLN,1472,FAILED,BLIK
365.69,EUR,1361,PAID,BLIK
4042.43,PLN,453,FAILED,CARD
4822.94,USD,3355,NEW,BLIK
1631.98,PLN,1223,FAILED,TRANSFER
2105.29,EUR,2295,NEW,TRANSFER
4454.08,PLN,2896,PAID,TRANSFER
1546.31,PLN,4499,NEW,CARD
3272.54,EUR,3978,FAILED,TRANSFER
3136.74,PLN,2343,FAILED,CARD
818.36,USD,1720,NEW,BLIK
2649.55,USD,2506,NEW,CARD
3275.91,EUR,1116,FAILED,CARD
3794.97,USD,1285,NEW,CARD
2634.93,EUR,1057,PAID,BLIK
2235.12,EUR,120,PAID,TRANSFER
4886.3,PLN,2626,PAID,TRANSFER
2980.77,USD,2525,FAILED,BLIK
2498.73,PLN,3003,FAILED,CARD
4697.17,EUR,597,PAID,TRANSFER
2852.8,PLN,2683,PAID,BLIK
1796.38,PLN,1629,FAILED,CARD
2516.82,PLN,4649,FAILED,CARD
4475.23,PLN,3033,PAID,BLIK
3234.07,EUR,1957,PAID,TRANSFER
3035.15,USD,4226,FAILED,TRANSFER
810.3,USD,3660,PAID,BLIK
3530.15,USD,350,FAILED,BLIK
1761.43,PLN,874,PAID,CARD
4284.27,USD,3926,PAID,TRANSFER
3425.99,USD,3857,NEW,BLIK
1274.74,USD,2570,NEW,BLIK
1732.45,PLN,2957,FAILED,TRANSFER
877.2,USD,1390,FAILED,BLIK
776.17,PLN,500,PAID,BLIK
102.87,PLN,3913,NEW,TRANSFER
2456.93,PLN,2924,FAILED,TRANSFER
1718.08,EUR,2046,PAID,BLIK
4984.26,EUR,4307,NEW,CARD
1620.96,EUR,2516,NEW,CARD
4102.63,PLN,3266,PAID,CARD
123.87,USD,752,FAILED,BLIK
2901.82,PLN,3169,NEW,TRANSFER
3344.79,PLN,1876,NEW,BLIK
960.22,USD,3448,FAILED,CARD
1606.4,EUR,4716,NEW,CARD
1319.03,USD,3404,PAID,TRANSFER
4765.04,EUR,3545,PAID,CARD
4923.6,EUR,224,PAID,CARD
3170.52,USD,2205,NEW,TRANSFER
784.93,PLN,1621,PAID,CARD
4711.85,USD,1769,PAID,TRANSFER
2898.21,USD,392,NEW,CARD
3185.07,EUR,4531,FAILED,TRANSFER
917.29,USD,3847,NEW,TRANSFER
2355.72,PLN,3651,PAID,BLIK
1292.58,EUR,4238,PAID,CARD
965.67,USD,1049,FAILED,BLIK
1067.28,PLN,2264,FAILED,CARD
3194.4,PLN,4489,PAID,BLIK
2058.63,USD,484,NEW,TRANSFER
2739.64,PLN,4262,PAID,CARD
4313.46,USD,3992,PAID,BLIK
3721.57,PLN,4828,NEW,BLIK
2602.95,USD,2522,FAILED,BLIK
3896.91,EUR,2445,PAID,CARD
1292.54,PLN,3498,PAID,BLIK
537.99,USD,1547,FAILED,BLIK
2364.6,USD,2863,NEW,CARD
2357.39,USD,653,PAID,TRANSFER
2045.4,USD,2568,NEW,BLIK
1809.14,PLN,3666,PAID,TRANSFER
3921.63,PLN,4409,NEW,CARD
1179.24,PLN,1324,FAILED,TRANSFER
4446.8,PLN,2051,FAILED,BLIK
4631.17,PLN,1222,FAILED,TRANSFER
609.37,PLN,1378,FAILED,TRANSFER
3821.87,USD,3453,PAID,BLIK
1669.17,USD,1715,PAID,CARD
2822.34,PLN,3802,NEW,BLIK
442.02,PLN,3639,PAID,CARD
3371.93,EUR,2043,NEW,BLIK
4518.93,USD,759,NEW,CARD
3194.3,PLN,4274,PAID,CARD
2191.6,USD,312,NEW,CARD
2166.86,EUR,3693,FAILED,TRANSFER
3911.68,USD,988,FAILED,TRANSFER
245.84,USD,2844,FAILED,CARD
2296.87,USD,1286,PAID,CARD
4150.62,PLN,2905,FAILED,TRANSFER
750.47,EUR,20,PAID,CARD
1297.06,USD,292,PAID,CARD
3595.39,PLN,1175,FAILED,CARD
3209.92,USD,4630,PAID,TRANSFER
4917.51,USD,4758,FAILED,CARD
4837.16,PLN,1494,NEW,BLIK
2012.08,PLN,1500,NEW,CARD
4635.75,USD,3790,NEW,CARD
2279.78,PLN,4310,NEW,CARD
4181.55,PLN,962,FAILED,CARD
1931.78,USD,3317,FAILED,CARD
4397.99,USD,4739,NEW,BLIK
4207.53,EUR,2255,NEW,TRANSFER
4079.09,EUR,692,FAILED,BLIK
1175.61,USD,1357,PAID,CARD
3379.95,EUR,4392,NEW,TRANSFER
820.19,PLN,3796,PAID,TRANSFER
2816.07,EUR,4663,PAID,TRANSFER
4216.42,EUR,241,PAID,BLIK
49.04,EUR,26,NEW,CARD
604.01,EUR,1490,NEW,BLIK
4306.12,USD,143,FAILED,TRANSFER
2463.14,PLN,668,NEW,TRANSFER
3886.35,PLN,69,FAILED,BLIK
2242.58,EUR,4400,FAILED,TRANSFER
2876.98,USD,1953,PAID,BLIK
2413.29,PLN,3804,PAID,TRANSFER
3170.89,USD,1140,NEW,TRANSFER
4452.36,EUR,281,PAID,TRANSFER
4613.2,USD,3563,FAILED,TRANSFER
1686.8,PLN,2852,NEW,TRANSFER
3373.41,PLN,4833,NEW,BLIK
4140.5,USD,1631,NEW,CARD
3890.6,PLN,3310,FAILED,TRANSFER
596.39,EUR,2876,PAID,CARD
601.49,PLN,766,NEW,CARD
3419.99,USD,4289,PAID,TRANSFER
4858.55,PLN,1240,FAILED,BLIK
4149.16,USD,4929,FAILED,TRANSFER
3284.83,PLN,2053,NEW,CARD
2069.01,EUR,4826,PAID,TRANSFER
2323.82,EUR,1502,PAID,BLIK
3202.62,EUR,4966,PAID,TRANSFER
1784.3,PLN,4513,PAID,BLIK
2639.23,USD,574,PAID,TRANSFER
559.03,USD,2975,PAID,BLIK
455.02,PLN,1017,NEW,BLIK
4025.67,EUR,3725,PAID,BLIK
401.8,USD,3544,FAILED,TRANSFER
989.76,EUR,4158,PAID,TRANSFER
4710.97,PLN,4167,FAILED,TRANSFER
4318.8,PLN,4975,NEW,CARD
2931.74,USD,2085,FAILED,BLIK
4653.76,USD,429,NEW,CARD
2755.29,PLN,1597,NEW,BLIK
2005.78,EUR,1015,PAID,BLIK
509.93,EUR,1131,FAILED,CARD
1493.7,EUR,960,NEW,CARD
2941.15,EUR,4562,PAID,CARD
1095.02,USD,1250,NEW,TRANSFER
2892.39,PLN,2536,NEW,BLIK
4506.71,USD,3290,PAID,BLIK
129.29,EUR,2299,NEW,CARD
3917.01,USD,3688,PAID,BLIK
3184.37,PLN,125,PAID,TRANSFER
4440.17,EUR,1813,NEW,TRANSFER
2836.62,PLN,1227,NEW,CARD
485.87,EUR,53,FAILED,TRANSFER
4516.94,USD,659,PAID,BLIK
3019.4,PLN,4449,NEW,TRANSFER
1979.6,EUR,2913,FAILED,BLIK
3673.16,EUR,3099,FAILED,TRANSFER
2159.77,USD,3966,NEW,CARD
542.46,EUR,2896,NEW,BLIK
1227.74,USD,4406,FAILED,CARD
2970.1,USD,1389,NEW,CARD
359.95,USD,2052,PAID,CARD
1773.77,USD,1960,NEW,TRANSFER
1729.72,USD,4448,NEW,TRANSFER
3693.03,PLN,908,PAID,BLIK
1364.28,PLN,232,PAID,TRANSFER
2607.52,USD,2667,FAILED,CARD
638.41,USD,3946,NEW,CARD
1215.23,PLN,928,FAILED,BLIK
3082.79,USD,4605,FAILED,BLIK
80.82,EUR,4637,NEW,BLIK
1023.32,PLN,1785,FAILED,BLIK
3171.85,USD,4805,NEW,BLIK
1724.4,USD,450,PAID,TRANSFER
3065.77,EUR,4442,NEW,CARD
3886.63,USD,3496,NEW,BLIK
2762.4,EUR,1215,FAILED,BLIK
3969.45,PLN,614,NEW,TRANSFER
960.06,USD,3578,FAILED,TRANSFER
165.18,EUR,3074,NEW,CARD
1249.64,USD,3706,NEW,TRANSFER
584.15,EUR,1520,FAILED,CARD
105.52,PLN,341,PAID,CARD
3763.87,EUR,378,FAILED,TRANSFER
333.41,EUR,1741,FAILED,TRANSFER
1566.0,EUR,4454,PAID,CARD
1092.77,USD,4039,PAID,BLIK
3362.35,USD,398,FAILED,CARD
356.76,USD,325,PAID,BLIK
3900.17,PLN,2990,PAID,BLIK
4472.14,EUR,3751,PAID,BLIK
3574.8,EUR,2272,FAILED,BLIK
3735.7,USD,2672,PAID,BLIK
4015.79,USD,3892,PAID,BLIK
715.9,PLN,170,NEW,CARD
510.89,USD,1133,PAID,BLIK
2787.74,PLN,3397,FAILED,TRANSFER
3163.21,USD,4720,FAILED,BLIK
4199.52,PLN,4753,NEW,CARD
4479.43,USD,3392,PAID,BLIK
1782.41,EUR,451,PAID,BLIK
4675.95,USD,4717,NEW,TRANSFER
4222.24,PLN,4029,PAID,CARD
4841.57,EUR,2233,PAID,CARD
4431.61,PLN,2738,NEW,BLIK
3086.37,EUR,1900,NEW,CARD
1718.48,EUR,980,FAILED,TRANSFER
2567.49,EUR,621,NEW,TRANSFER
4602.02,USD,1313,FAILED,BLIK
2183.6,EUR,628,PAID,CARD
1826.14,PLN,3765,FAILED,CARD
654.31,EUR,4326,FAILED,TRANSFER
3308.23,EUR,121,PAID,TRANSFER
3268.61,USD,2485,NEW,TRANSFER
2270.81,USD,3408,PAID,BLIK
809.49,EUR,1144,FAILED,CARD
4029.44,USD,4959,PAID,BLIK
1123.07,USD,1626,FAILED,BLIK
843.62,USD,1222,FAILED,TRANSFER
1037.94,PLN,4624,FAILED,TRANSFER
2774.98,USD,434,FAILED,BLIK
265.32,USD,4896,NEW,BLIK
943.5,USD,1760,PAID,CARD
1312.13,PLN,274,FAILED,BLIK
4719.9,PLN,998,FAILED,CARD
3302.57,USD,4787,FAILED,BLIK
3576.71,PLN,3527,NEW,TRANSFER
2922.02,PLN,3680,FAILED,BLIK
2562.44,EUR,1152,PAID,BLIK
3166.59,PLN,341,FAILED,CARD
3908.12,EUR,4185,FAILED,CARD
2806.96,USD,1793,FAILED,TRANSFER
2062.45,EUR,3160,FAILED,BLIK
3989.63,PLN,250,NEW,CARD
3658.05,USD,2591,NEW,CARD
1374.8,USD,1850,FAILED,BLIK
2897.76,PLN,2313,PAID,BLIK
3768.6,PLN,3158,PAID,CARD
799.73,EUR,1849,NEW,CARD
4069.07,PLN,2649,PAID,TRANSFER
571.58,USD,4925,PAID,TRANSFER
2749.94,PLN,1820,FAILED,BLIK
36.33,PLN,3462,NEW,BLIK
1636.11,PLN,746,PAID,BLIK
101.64,USD,936,FAILED,TRANSFER
1783.65,USD,4492,NEW,BLIK
3864.0,EUR,4328,PAID,BLIK
3198.95,EUR,1783,PAID,BLIK
3492.21,PLN,3527,NEW,TRANSFER
4080.79,USD,1438,NEW,TRANSFER
2248.87,USD,1567,NEW,TRANSFER
3064.03,PLN,4661,FAILED,BLIK
4832.75,PLN,2114,PAID,BLIK
1867.41,USD,4573,PAID,CARD
1584.64,USD,4779,FAILED,TRANSFER
1359.59,EUR,4443,FAILED,CARD
2700.44,USD,1067,FAILED,BLIK
2868.19,PLN,909,NEW,BLIK
4735.74,PLN,4821,PAID,CARD
1068.36,PLN,3865,NEW,BLIK
2550.04,PLN,2947,FAILED,TRANSFER
3064.1,USD,268,NEW,TRANSFER
4120.69,USD,1872,PAID,TRANSFER
1172.17,USD,1940,NEW,TRANSFER
3439.02,PLN,2022,PAID,CARD
2133.37,EUR,4686,NEW,BLIK
503.95,PLN,3909,FAILED,CARD
3265.63,PLN,1000,NEW,CARD
671.38,PLN,1136,NEW,BLIK
2582.18,USD,1943,PAID,BLIK
1544.28,USD,1103,FAILED,BLIK
320.68,USD,4131,PAID,CARD
3070.6,EUR,703,FAILED,CARD
4088.98,USD,3324,PAID,TRANSFER
3344.29,PLN,3919,NEW,BLIK
4961.79,USD,3238,NEW,CARD
887.44,EUR,1192,NEW,TRANSFER
4092.56,EUR,3551,FAILED,TRANSFER
3395.89,USD,3351,NEW,CARD
3304.77,PLN,3607,NEW,TRANSFER
448.67,PLN,2400,PAID,CARD
653.58,PLN,104,FAILED,BLIK
2885.8,PLN,42,PAID,CARD
3388.93,EUR,2667,FAILED,BLIK
1748.28,USD,3450,PAID,BLIK
94.91,USD,1803,NEW,BLIK
2768.52,USD,592,NEW,CARD
1310.81,USD,4658,NEW,TRANSFER
2032.59,PLN,564,NEW,BLIK
2781.72,PLN,3913,NEW,BLIK
124.71,EUR,1771,PAID,CARD
479.78,USD,1165,NEW,BLIK
2553.65,USD,3854,FAILED,CARD
3962.29,PLN,185,NEW,CARD
3573.08,USD,3481,FAILED,TRANSFER
1621.49,EUR,3640,FAILED,TRANSFER
1755.34,PLN,2863,FAILED,BLIK
462.04,EUR,807,PAID,CARD
4385.67,USD,4919,FAILED,CARD
4336.23,USD,751,PAID,CARD
1330.75,USD,2515,FAILED,TRANSFER
4771.11,PLN,604,NEW,BLIK
1807.13,PLN,4543,PAID,BLIK
2905.93,PLN,926,FAILED,BLIK
4628.58,USD,180,FAILED,CARD
4973.88,EUR,2949,PAID,BLIK
1517.01,USD,3823,PAID,BLIK
4811.71,USD,544,NEW,TRANSFER
391.63,USD,3736,NEW,TRANSFER
15.71,USD,1980,FAILED,TRANSFER
3395.61,EUR,3605,NEW,TRANSFER
3770.25,PLN,12,PAID,BLIK
2132.14,USD,4242,NEW,BLIK
2625.66,USD,1399,NEW,TRANSFER
3549.6,EUR,1339,NEW,BLIK
2856.1,USD,3137,PAID,TRANSFER
186.65,EUR,3525,NEW,BLIK
2115.44,EUR,2041,PAID,TRANSFER
4652.84,EUR,1147,NEW,CARD
2892.5,EUR,4270,FAILED,CARD
4553.37,USD,4449,NEW,TRANSFER
1395.79,EUR,569,PAID,CARD
4834.97,USD,3028,NEW,CARD
2448.55,EUR,2337,NEW,TRANSFER
1010.47,EUR,1926,PAID,BLIK
3569.68,PLN,4578,PAID,CARD
1421.34,USD,60,FAILED,TRANSFER
1098.43,EUR,4962,FAILED,TRANSFER
1917.7,EUR,3470,PAID,BLIK
2188.39,EUR,3295,FAILED,CARD
1645.42,PLN,775,NEW,CARD
687.29,EUR,4016,NEW,CARD
2731.32,USD,2251,FAILED,TRANSFER
3379.47,PLN,2864,NEW,TRANSFER
4288.99,PLN,2540,NEW,CARD
4462.69,EUR,1010,NEW,BLIK
865.29,PLN,348,PAID,BLIK
2242.97,PLN,4131,PAID,CARD
1211.27,PLN,3262,NEW,TRANSFER
2430.71,USD,3400,FAILED,BLIK
100.13,PLN,3151,FAILED,BLIK
3943.08,PLN,76,FAILED,CARD
1510.28,USD,2849,PAID,TRANSFER
2943.46,USD,2873,NEW,BLIK
2435.36,USD,2189,FAILED,BLIK
1525.21,USD,2170,NEW,CARD
3848.36,EUR,1195,PAID,BLIK
3085.27,EUR,4072,PAID,CARD
4391.37,USD,3261,PAID,TRANSFER
4810.36,PLN,3289,NEW,BLIK
3805.65,EUR,4429,NEW,CARD
3864.91,PLN,4146,NEW,TRANSFER
3748.79,PLN,812,NEW,CARD
405.7,USD,2600,PAID,BLIK
4839.02,PLN,4965,PAID,TRANSFER
819.01,EUR,4024,FAILED,BLIK
4415.47,EUR,3629,FAILED,BLIK
2692.04,PLN,3074,PAID,CARD
4202.25,EUR,2088,FAILED,BLIK
2183.78,USD,4996,NEW,TRANSFER
1584.41,EUR,164,PAID,BLIK
2474.64,EUR,644,NEW,TRANSFER
577.85,USD,1836,PAID,BLIK
4359.24,EUR,1633,FAILED,TRANSFER
3459.68,EUR,233,PAID,BLIK
4354.91,USD,3730,FAILED,TRANSFER
3010.3,USD,766,NEW,BLIK
1361.13,EUR,264,PAID,TRANSFER
3664.08,EUR,899,NEW,TRANSFER
4083.67,USD,4655,NEW,TRANSFER
